code_identifiant;Date de début de l’information de sécurité;Date de fin de l’information de sécurité;information_de_sécurite
64973512;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
65063322;2015-03-20;2016-03-20;Médicaments à base de codéine utilisés chez l’enfant dans le traitement de la toux, biphosphonate en intraveineux (IV) ou denosumab
65107402;2015-07-21;2017-07-21;Olmésartan : l’ANSM rappelle le risque de survenue d’entéropathie grave chez les patients traités par ces médicaments
65145602;2014-04-22;2016-10-22;Actualisation du rapport sur les anticoagulants en France : Etat des lieux en 2014 et recommandations de surveillance
65179106;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65198779;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65215068;2013-08-21;2016-08-21;Diclofénac par voie orale ou injectable Nouvelles restrictions d'utilisation liées à une augmentation du risque de thrombose artérielle
65243256;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68481597;2012-02-10;2017-02-10;Gels de kétoprofène : mesures visant à réduire le risque de photosensibilité - Lettre aux professionnels
68550082;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68573412;2014-07-15;2016-07-15;L’ANSM rappelle le risque d’entéropathies graves chez certains patients traités par l’olmésartan
60035461;2014-09-15;2016-03-15;Médicaments à base d’ambroxol ou de bromhexine, agomélatine (Valdoxan)  de septembre 2014
60047182;2013-07-17;2016-07-17;Données d’utilisation et mesures visant à sécuriser l’emploi du méthylphénidate en France : publication par l’ANSM d’un rapport d’analyse et d’une brochure d’information à destination des patients et de leur entourage
60058008;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60058008;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60108870;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60124999;2013-11-27;2015-11-27;Clopidogrel et risque d’hémophilie acquise
60145580;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
60201844;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
60208810;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
60222009;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60222176;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60245253;2012-12-17;2015-12-17;Revlimid® (lénalidomide) : Risque d'effets indésirables hépatiques chez les patients présentant d'autres facteurs de risque
60305960;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
60370851;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
60372215;2013-07-30;2016-07-30;Recommandations du Comité des médicaments à usage humain (CHMP) relatives à l’utilisation du métoclopramide, du kétoconazole par voie orale et des incrétinomimétiques
60384324;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60451602;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
60463323;2015-03-20;2016-03-20;Médicaments à base de codéine utilisés chez l’enfant dans le traitement de la toux, biphosphonate en intraveineux (IV) ou denosumab
60505701;2011-10-05;2016-10-05;Spécialités contenant du méprobamate seul : Suspension des autorisations de mise sur le marché (AMM) à compter du 10 janvier 2012
60540264;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60583269;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
60595232;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60639091;2014-05-19;2016-04-20;Médicaments contenant de la dompéridone, du zolpidem ou de l’hydroxyzine : retour sur la réunion d’avril 2014 du CMDh
60639586;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60648286;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
60693281;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
60695154;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60695154;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60701479;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60728316;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60729674;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
60771292;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60830246;2014-12-16;2015-12-16;Médicaments contenant de l’ambroxol ou de la bromhexine, médicaments contenant de l’ibuprofène utilisés à fortes doses,
60865877;2015-03-20;2016-03-20;Médicaments à base de codéine utilisés chez l’enfant dans le traitement de la toux, biphosphonate en intraveineux (IV) ou denosumab
60866541;2013-09-18;2015-12-14;Immunoglobulines polyvalentes humaines: Recommandations d’utilisation et hiérarchisation des indications
60886387;2015-03-31;2017-03-31;Vaccins contre les rotavirus (RotaTeq et Rotarix) et rappel sur la prise en charge de l’invagination intestinale aiguë du nourrisson
60906053;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60976557;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
60989800;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60991573;2014-04-22;2016-10-22;Actualisation du rapport sur les anticoagulants en France : Etat des lieux en 2014 et recommandations de surveillance
61009793;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
61012191;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
61014032;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
61045921;2014-12-17;2015-12-17;Mycophénolate mofétil (Cellcept) et Mycophénolate sodique (Myfortic): risques d'hypogammaglobulinémie et de bronchectasie
61056818;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
61095059;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
61109377;2012-11-08;2015-11-08;Restriction des indications des spécialités à base de trimétazidine (Vastarel® et génériques)
61120530;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
61141019;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
61171418;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
61199175;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
61200108;2014-10-30;2016-10-30;Risques liés à l’utilisation de l’oxycodone, antalgique opioïde de palier III
61272488;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
61276045;2014-04-16;2016-04-16;Identification d’Herceptin (trastuzumab) contrefait dans certains pays européens : la France n’est pas concernée à ce stade
61287223;2014-10-30;2016-10-30;Risques liés à l’utilisation de l’oxycodone, antalgique opioïde de palier III
61364591;2013-08-21;2016-08-21;Diclofénac par voie orale ou injectable Nouvelles restrictions d'utilisation liées à une augmentation du risque de thrombose artérielle
61445417;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
61478851;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
61485148;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
61496251;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
