code_identifiant;format_administration;Code de la substance;denomination_de_la_substance;dosage_de_la_substance;réferent_dosage;Nature du composant;Numéro permettant de lier, le cas échéant, substances actives et fractions thérapeutiques
68388125;Granules;7589;MAGNESIA MURIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un suppositoire;Principe Actif;19
68392159;Solution;901;CHLORURE DE SODIUM;20 g;100 ml de solution;Principe Actif;1
68420904;Comprimé;2171;PREDNISONE;20 mg;un comprimé;Principe Actif;1
68444257;Gélule;26322;VENLAFAXINE;75 mg;une gélule;Fraction Thérapeutique;1
68446952;Crème;72481;TERBINAFINE;0,88 g;100 g de crème;Fraction Thérapeutique;1
68460165;Comprimé;2064;HYDROCHLOROTHIAZIDE;25 mg;un comprimé;Principe Actif;2
68462974;Comprimé;52431;PÉRINDOPRIL;3,338 mg;un comprimé;Fraction Thérapeutique;1
68468589;Comprimé;6431;LORATADINE;10 mg;un comprimé;Principe Actif;1
68471514;Solution buvable en gouttes;29539;FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;19
68500250;Solution buvable en ampoules;6436;CALCAREA CARBONICA OSTREARUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;un comprimé;Principe Actif;23
68509057;Compartiment b;901;CHLORURE DE SODIUM;21,12 g;1000 ml de solution tampon;Principe Actif;2
68529113;Comprimé;71153;TELMISARTAN;80 mg;un comprimé;Principe Actif;1
68531000;Poudre;87746;CHLORHYDRATE DE TOPOTÉCANE;4,35 mg;un flacon;Principe Actif;1
68543173;Solution;47580;IOMÉPROL;306 mg;1 ml;Principe Actif;1
68550890;Suppositoire;899;SODIUM (BICARBONATE DE);0,700 g;un suppositoire;Principe Actif;1
68566777;Poudre orale;9477;DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable;Principe Actif;23
68575185;Compartiment acides aminés;3605;TYROSINE;0,11 g;500 ml;Principe Actif;19
68592416;Solution;19236;PARAFFINE LIQUIDE;qs;un flacon;Principe Actif;1
68599161;Comprimé;1083;HYDROGÉNOPHOSPHATE DE CALCIUM DIHYDRATÉ;86,27 mg de phosphore;un comprimé;Principe Actif;18
68604270;Solution a;93;CHLORURE DE POTASSIUM;5,964 g;1000 ml;Principe Actif;2
68604270;Solution a;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;2,033 g;1000 ml;Principe Actif;6
68633172;Comprimé;37430;RISPÉRIDONE;2,00 mg;un comprimé;Principe Actif;1
68634477;Collyre;952;FUMARATE DE KETOTIFÈNE;0,138 mg;0,4 ml;Principe Actif;1
68635013;Comprimé;819;INDAPAMIDE;1,50 mg;un comprimé;Principe Actif;1
68645185;Comprimé;8610;ÉTODOLAC;200 mg;un comprimé;Principe Actif;1
68701043;Poudre orale;2142;LITHIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
68735953;Poudre orale;6796;KALIUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;0,6 ml;Principe Actif;23
68739115;Capsule;3434;SULFATE DE POLYMYXINE B;35000 U.l.;une capsule sèche de 4077 g;Principe Actif;2
68745118;Comprimé;29250;BROMHYDRATE DE CITALOPRAM;;;Principe Actif;1
68758432;Solution;19514;HYDROGÈNE (PEROXYDE D'), SOLUTION DE, À 3 POUR CENT;100 ml;100 ml de solution;Principe Actif;1
68758507;Solution buvable en ampoules;34204;ANAGALLIS ARVENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de solution;Principe Actif;26
68758507;Solution buvable en gouttes;34204;ANAGALLIS ARVENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de solution;Principe Actif;19
68760180;Solution buvable en gouttes;24025;AGNUS CASTUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 g de pommade;Principe Actif;16
68779202;Comprimé;54353;LÉVOCÉTIRIZINE;4,2 mg;un comprimé;Fraction Thérapeutique;12
68790394;Solution;4959;POLYOSIDE DE SALMONELLA TYPHI SOUCHE TY2;0,025 mg;0,5 ml;Principe Actif;1
68791304;Suspension;4509;BÉTAMÉTHASONE (PHOSPHATE DISODIQUE DE);3,94 mg;une ampoule de 1 ml;Principe Actif;2
68805939;Poudre;35232;CEFTRIAXONE BASE;500 mg;un flacon de poudre;Fraction Thérapeutique;1
68830198;Comprimé;2171;PREDNISONE;5 mg;un comprimé;Principe Actif;1
68852180;Comprimé;15372;NORFLOXACINE;400 mg;un comprimé;Principe Actif;1
68853923;Solution;60901;MARRON D'INDE (EXTRAIT FLUIDE DE);15 g;100 ml;Principe Actif;2
68861083;Compartiment 3 : solution d'acides aminés;563;LYSINE;3,98 g;500 ml;Fraction Thérapeutique;3
68861083;Compartiment 3 : solution d'acides aminés;1178;ARGININE;4,73 g;500 ml;Principe Actif;7
68874789;Compartiment a;430;CALCIUM (CHLORURE DE) DIHYDRATÉ;0,245 g;1000 ml de solution d'électrolytes;Principe Actif;3
68925148;Crème;2169;PREDNISOLONE;0,5 g;100 g de crème;Principe Actif;2
68928322;Crème;1095;ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);un comprimé;Principe Actif;15
68930647;Comprimé;71196;AETHIOPS MERCURIALIS MINERALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;5 ml de suspension reconstituée;Principe Actif;17
68930647;Granules;71196;AETHIOPS MERCURIALIS MINERALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;5 ml de suspension reconstituée;Principe Actif;19
68952241;Solution;11673;URAPIDIL;50 mg;une ampoule de 10 ml;Principe Actif;1
68983393;Granules;6960;IGNATIA AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;3
68984470;Solution buvable en gouttes;91291;DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un suppositoire;Principe Actif;19
68995940;Gélule;4773;OMÉPRAZOLE;20 mg;une gélule;Principe Actif;1
69015613;Pommade;24745;ANACARDIUM ORIENTALE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
69033903;Poudre;29442;CLAVULANATE DE POTASSIUM;;;Principe Actif;2
69038811;Poudre orale;13009;LAPPA MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;23
69040082;Émulsion;430;CHLORURE DE CALCIUM DIHYDRATÉ;0,470 g;1000 ml;Principe Actif;22
69040082;Émulsion;658;THRÉONINE;1,74 g;1000 ml;Principe Actif;5
69040082;Émulsion;4549;HYDROXYDE DE SODIUM;0,781 g;1000 ml;Principe Actif;17
69040082;Émulsion;80185;MAGNÉSIUM (ACÉTATE DE) TÉTRAHYDRATÉ;0,686 g;1000 ml;Principe Actif;21
65360359;Gélule;43970;MARRONNIER D'INDE (ÉCORCE DE) (EXTRAIT SEC D');200 mg;une gélule;Principe Actif;1
65371195;Comprimé;36746;CHLORHYDRATE DE LERCANIDIPINE;10 mg;un comprimé;Principe Actif;1
65373285;Comprimé;2171;PREDNISONE;5 mg;un comprimé;Principe Actif;1
65374992;Solution buvable en ampoules;9629;EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 g de poudre;Principe Actif;23
65384335;Comprimé;19809;ATORVASTATINE;40 mg;un comprimé;Fraction Thérapeutique;1
65387858;Solution;60159;FILGRASTIM;120 microgrammes;0,2 ml de solution;Principe Actif;1
65421851;Liquide;72602;DESFLURANE;351,6 g;un flacon;Principe Actif;1
65432495;Comprimé;382;LÉVOTHYROXINE SODIQUE;200 microgrammes;un comprimé;Principe Actif;1
65505954;Gélule;28886;BROMHYDRATE DE GALANTAMINE;;;Principe Actif;1
65512856;Comprimé;45485;MIRTAZAPINE;15 mg;un comprimé;Principe Actif;1
65515642;Gel;19236;PARAFFINE LIQUIDE;78,23 g;100 g de gel;Principe Actif;1
65534176;Comprimé;54693;CLOPIDOGREL BASE;75 mg;un comprimé;Fraction Thérapeutique;1
65548788;Sirop;3044;CARBOCISTÉINE;2 g;100 ml;Principe Actif;1
65564493;Comprimé;26150;PROMÉGESTONE;0,250 mg;un comprimé;Principe Actif;1
65567151;Poudre;55048;NELFINAVIR BASE;50,00 mg;1 g;Fraction Thérapeutique;9
65569519;Suppositoire;4805;CINCHOCAÏNE (CHLORHYDRATE DE);1 mg;un suppositoire;Principe Actif;2
65573834;Compartiment a;17150;GLUCOSE MONOHYDRATÉ;15,0 g;1000 ml de solution mélangée;Principe Actif;1
65586116;Comprimé;71153;TELMISARTAN;40 mg;un comprimé;Principe Actif;1
65586358;Comprimé;3902;FÉNOFIBRATE;145 mg;un comprimé;Principe Actif;1
65588277;Gélule;915;CHLORHYDRATE DE DILTIAZEM;200 mg;une gélule;Principe Actif;1
65593872;Solution;17150;GLUCOSE MONOHYDRATÉ;5,5 g;100 ml de solution injectable;Principe Actif;1
65602111;Pommade;76906;BUXUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH (pommade à 4 %);un comprimé;Principe Actif;25
65603633;Comprimé;64851;TAMSULOSINE;0,367 mg;un comprimé;Fraction Thérapeutique;1
65630071;Comprimé;819;INDAPAMIDE;0,625 mg;un comprimé;Principe Actif;2
65630160;Solution;8613;CALCIUM (LACTATE DE) PENTAHYDRATÉ;1,2800 g;une ampoule de 10 ml;Principe Actif;2
65634625;Comprimé;762;ATÉNOLOL;100 mg;un comprimé;Principe Actif;1
65642682;Comprimé;78924;OXALATE D'ESCITALOPRAM;;;Principe Actif;1
65647551;Comprimé;428;CARBONATE DE CALCIUM;2,5 g;un comprimé;Principe Actif;1
65681660;Gélule;39727;AMLODIPINE;5,00 mg;une gélule;Fraction Thérapeutique;1
65711858;Collyre;200;MALÉATE DE TIMOLOL;6,8 mg;1 ml;Principe Actif;2
65712593;Suppositoire;5333;CHLORHYDRATE DE PROMÉTHAZINE;5 mg;un suppositoire;Principe Actif;2
65740589;Comprimé;54459;BUPRÉNORPHINE;1,00 mg;un comprimé;Fraction Thérapeutique;1
65749766;Comprimé;79482;CHLORHYDRATE DE CIPROFLOXACINE;;;Principe Actif;1
65756091;Solution;80978;BROMURE D'IPRATROPIUM ANHYDRE;0,03000 g;100 ml;Fraction Thérapeutique;1
65777819;Poudre;42430;OXALIPLATINE;5 mg;1 ml de solution reconstitutée;Principe Actif;1
65795030;Suppositoire;5667;TÉNOATE DE SODIUM;0,285 g;un suppositoire;Principe Actif;2
65823597;Comprimé;70320;DONÉPÉZIL BASE;4,56 mg;un comprimé;Fraction Thérapeutique;1
65843571;Poudre;28165;AMOXICILLINE TRIHYDRATÉE;;;Principe Actif;1
65861256;Gélule;32833;GALANTAMINE;16 mg;une gélule;Fraction Thérapeutique;1
65889234;Pommade;3188;CHLORHYDRATE DE CHLORTÉTRACYCLINE;1 g;100 g;Principe Actif;1
65911499;Solution buvable en gouttes;63203;INFLUENZINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;un ovule;Principe Actif;20
65931110;Comprimé;74405;PÉRAMPANEL;8 mg;un comprimé;Principe Actif;1
65933104;Comprimé;23886;BETULA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 g;Principe Actif;18
65934455;Pansement;5431;LIDOCAÏNE;0,0250 g;1 g d'émulsion pour un pansement adhésif cutané de 10 cm²;Principe Actif;1
65946443;Comprimé;8237;GESTODÈNE;0,075 mg;un comprimé;Principe Actif;1
65963599;Solution;974;ORNIDAZOLE;500 mg;3 ml;Principe Actif;1
65980837;Pommade;24155;PICRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (pommade à 4 %);100 g de pommade;Principe Actif;24
65982553;Dispositif;1786;ESTRADIOL ANHYDRE;5 mg;un dispositif;Fraction Thérapeutique;1
65987714;Gélule;76119;LOPÉRAMIDE BASE;1,86 mg;une gélule;Fraction Thérapeutique;1
66009288;Poudre;94004;FACTEUR WILLEBRAND DE COAGULATION HUMAIN;1200 UI;5 ml;Principe Actif;2
66014082;Comprimé;33803;CHLORHYDRATE DE DONÉPÉZIL;10 mg;un comprimé;Principe Actif;1
66024532;Éluat;84393;SODIUM (MOLYBDATE (VI) [99 MO] DE);;;Principe Actif;1
66052179;Solution;74522;CICLÉSONIDE;0,2 mg;une dose mesurée;Principe Actif;1
66058417;Solution  buvable en gouttes;19473;BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;un suppositoire;Principe Actif;26
66067708;Solution de glucose;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,61 g;500 ml;Principe Actif;24
66067715;Solution buvable en gouttes;73224;AETHUSA CYNAPIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;500 ml;Principe Actif;19
66087785;Solution;3044;CARBOCISTÉINE;5 g;100 ml;Principe Actif;1
66092490;Comprimé;527;GLICLAZIDE;80 mg;un comprimé;Principe Actif;1
66093838;Pommade;65086;KALIUM ARSENICOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH (pommade à 4 %);un sachet de 1,01 g;Principe Actif;24
66116589;Suspension;5356;SODIUM (ALGINATE DE);500 mg;un sachet-dose;Principe Actif;9
66117417;Comprimé;1851;ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
66119507;Comprimé;85054;CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE;2 mg;un comprimé;Principe Actif;2
66121209;Solution;901;CHLORURE DE SODIUM;5,400 g;1000 ml;Principe Actif;2
66148697;Comprimé;14049;CHLORHYDRATE DE BÉNAZÉPRIL;10,0 mg;un comprimé;Principe Actif;1
66170398;Solution;71179;USTÉKINUMAB;90 mg;1 ml;Principe Actif;1
66177841;Dispositif;17477;FENTANYL;2,063 mg;un dispositif;Principe Actif;1
66224839;Comprimé;55222;FEXOFÉNADINE BASE;168 mg;un comprimé;Fraction Thérapeutique;1
66227027;Comprimé;53913;TÉRAZOSINE BASE;5 mg;un comprimé;Fraction Thérapeutique;1
66250976;Comprimé;32925;CHLORHYDRATE DE TERBINAFINE;;;Principe Actif;1
66284291;Gélule;32833;GALANTAMINE;8 mg;une gélule;Fraction Thérapeutique;1
66295505;Gélule;16849;GABAPENTINE;100 mg;une gélule;Principe Actif;1
66299902;Granules;8014;ARSENICUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;un comprimé;Principe Actif;17
66302120;Collyre;1608;DEXAMÉTHASONE;0,10 g;100 ml;Principe Actif;1
66306542;Solution;44322;OCTRÉOTIDE;500 microgrammes;un 1 ml de solution;Fraction Thérapeutique;1
66313024;Ovule;24735;BENZALKONIUM (CHLORURE DE), SOLUTION DE;37,8 mg;un ovule;Principe Actif;1
66320467;Comprimé;57088;CITALOPRAM BASE;20 mg;un comprimé;Fraction Thérapeutique;1
66328880;Comprimé;5621;ROXITHROMYCINE;150 mg;un comprimé;Principe Actif;1
66333404;Comprimé;25783;CHLORHYDRATE DE RANITIDINE;334,8 mg;un comprimé;Principe Actif;1
66335825;Comprimé;3225;HYDROGÉNOSUCCINATE DE DOXYLAMINE;15 mg;un comprimé;Principe Actif;1
66350332;Comprimé;38524;PANTOPRAZOLE;20 mg;un comprimé;Fraction Thérapeutique;1
66373135;Comprimé;89971;ESCITALOPRAM;20 mg;un comprimé;Fraction Thérapeutique;1
66375339;Comprimé;48800;FLUOXÉTINE BASE;20,00 mg;un comprimé;Fraction Thérapeutique;1
66394745;Poudre;35232;CEFTRIAXONE BASE;500 mg;un flacon de poudre;Fraction Thérapeutique;1
66396792;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;3
66396810;Solution;46263;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G3 (VIVANT);au minimum 2200000 UI;une dose de 2 ml;Principe Actif;3
66432676;Comprimé;73594;CANDÉSARTAN CILEXÉTIL;32 mg;un comprimé;Principe Actif;1
66456848;Comprimé;984;DOMPÉRIDONE;10 mg;un comprimé;Principe Actif;1
66478225;Solution buvable en ampoules;47875;FRAXINUS AMERICANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
66492214;Compartiment c;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,054 g;1000 ml;Principe Actif;4
66496173;Comprimé;527;GLICLAZIDE;30 mg;un comprimé;Principe Actif;1
66520037;Comprimé;94553;ÉVÉROLIMUS;10 mg;un comprimé;Principe Actif;1
66543281;Suspension;5715;ANATOXINE DIPHTÉRIQUE;Supérieur ou égal à 30 UI;une dose de 0,5 ml;Principe Actif;1
66550571;Comprimé;2006;GRISÉOFULVINE;500 mg;un comprimé;Principe Actif;1
66564254;Comprimé;48528;LOSARTAN POTASSIQUE;100,00 mg;un comprimé;Principe Actif;1
66564731;Solution;430;CHLORURE DE CALCIUM DIHYDRATÉ;0,27 g;1000 ml;Principe Actif;3
66565153;Solution;44322;OCTRÉOTIDE;500 microgrammes;1 ml de solution injectable;Fraction Thérapeutique;1
66571804;Comprimé;5562;VALPROATE DE SODIUM;500 mg;un comprimé;Principe Actif;1
66605249;Comprimé;73208;PRAVASTATINE SODIQUE;10 mg;un comprimé;Principe Actif;1
66614337;Gélule;42406;SERTRALINE BASE;25 mg;une gélule;Fraction Thérapeutique;1
66620660;Comprimé;4287;ESTRADIOL (VALÉRATE D');2 mg;un comprimé;Principe Actif;1
67966754;Gélule;46883;ISRADIPINE;2,5 mg;une gélule;Principe Actif;1
67968506;Comprimé;15734;VALSARTAN;80 mg;un comprimé;Principe Actif;1
67972077;Solution;31;ALANINE;8,61 g;1000 ml de solution pour perfusion;Principe Actif;12
67972077;Solution;563;LYSINE;2,40 g;1000 ml de solution pour perfusion;Fraction Thérapeutique;4
67972077;Solution;3605;TYROSINE;0,40 g;1000 ml de solution pour perfusion;Principe Actif;18
67972216;Gélule;17407;ÉSOMÉPRAZOLE;40 mg;une gélule;Fraction Thérapeutique;1
67983159;Solution;4342;GÉRANIUM ROSAT (HUILE ESSENTIELLE DE);0,30 g;100 g de solution;Principe Actif;1
67983159;Solution;4766;BROMURE DE BENZALKONIUM;0,25 g;100 g de solution;Principe Actif;4
67986059;Solution;48856;CITRATE DE SUFENTANIL;;;Principe Actif;1
68014679;Solution;2709;LACTULOSE;10,00 g;un sachet de 15 ml;Fraction Thérapeutique;1
68015521;Suspension;79285;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/PERTH/16/2009 (H3N2) - SOUCHE ANALOGUE UTILISÉE NYMC X-187 DÉRIVÉE DE A/VICTORIA/210/2009;15 microgrammes d'hémagglutinine;une dose de 0,5 ml;Principe Actif;3
68026724;Poudre;30925;CEFTRIAXONE SODIQUE;;;Principe Actif;1
68037368;Comprimé;34855;FER;32,5 mg;un comprimé;Fraction Thérapeutique;1
68039248;Solution;3818;ACÉTATE DE FLUDROCORTISONE;0,1000  g;100 ml de solution;Principe Actif;3
68053454;Comprimé;587;CIMÉTIDINE;200 mg;un comprimé;Principe Actif;1
68070304;Gélule;29116;VIGNE ROUGE (FEUILLE DE) (EXTRAIT SEC DE);200 mg;une gélule;Principe Actif;1
68072077;Solution;5009;SODIUM (LACTATE DE), SOLUTION DE;0,620 g;100 ml de solution;Principe Actif;4
68074594;Compartiment : solution d'acides aminés;1021;GLYCINE;1,65 g;500 ml;Principe Actif;10
68077576;Comprimé;86162;MONTÉLUKAST SODIQUE;10,4 mg;un comprimé;Principe Actif;1
68081197;Solution;93;POTASSIUM (CHLORURE DE);0,0746 g;1 ml;Principe Actif;1
68081208;Crème;14306;CHLORHYDRATE DE QUINISOCAÏNE;0,50 g;100 g de crème;Principe Actif;1
68082438;Collyre;690;ACIDE SALICYLIQUE;0,4 mg;0,4 ml de collyre;Principe Actif;1
68104646;Solution;1901;CITRATE DE FENTANYL;0,0785 mg;1 ml;Principe Actif;1
68133466;Comprimé;28372;DOXYCYCLINE BASE;100 mg;un comprimé;Fraction Thérapeutique;1
68134034;Comprimé;11448;CARBIDOPA;37,5 mg;un comprimé;Principe Actif;2
68142433;Pommade;4586;ARTEMISIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule;Principe Actif;25
68156269;Gélule;63854;CÉLÉCOXIB;100 mg;une gélule;Principe Actif;1
68158028;Gelée;2709;LACTULOSE;35,00 g;100 g;Principe Actif;5
68162667;Crème;30911;CICLOPIROX OLAMINE;1 g;100 g de créme;Principe Actif;1
68171068;Comprimé;59533;VALÉRIANE (EXTRAIT SEC DE);50 mg;un comprimé;Principe Actif;9
68196349;Pommade;43770;LAVANDULA VERA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé;Principe Actif;24
68204917;Collutoire;27368;CHLOROBUTANOL HÉMIHYDRATÉ;0,500 g;100 g de solution;Principe Actif;3
68226365;Poudre;9129;CILASTATINE SODIQUE;;;Principe Actif;2
68232927;Comprimé;87471;ENTACAPONE;200 mg;un comprimé;Principe Actif;3
68262525;Comprimé;2590;MELPHALAN;2 mg;un comprimé;Principe Actif;1
68284849;Pommade;20038;ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une seringue préremplie de 0,5 ml;Principe Actif;16
68299979;Solution;338;TRIMÉTAZIDINE (DICHLORHYDRATE DE);2 g;100 ml;Principe Actif;1
68312768;Comprimé;2202;PARACÉTAMOL;1 g;un comprimé;Principe Actif;1
68322762;Comprimé blanc;1807;ÉTHINYLESTRADIOL;0,035 mg;un comprimé;Principe Actif;1
68333157;Solution buvable en gouttes;7504;AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de solution injectable;Principe Actif;19
68355716;Comprimé;52431;PÉRINDOPRIL;1,6975 mg;un comprimé;Fraction Thérapeutique;1
68367234;Comprimé;73594;CANDÉSARTAN CILEXÉTIL;16 mg;un comprimé;Principe Actif;1
68368699;Solution;46352;DARBÉPOÉTINE ALFA;500 microgrammes;1 ml;Principe Actif;1
68414260;Gel;21973;CALCIPOTRIOL MONOHYDRATÉ;;;Principe Actif;1
68428420;Comprimé;10091;MÉTOPROLOL (SUCCINATE DE);190,00 mg;un comprimé;Principe Actif;1
68429942;Comprimé;89971;ESCITALOPRAM;5 mg;un comprimé;Fraction Thérapeutique;1
68434003;Comprimé;81461;CINACALCET;90 mg;un comprimé;Fraction Thérapeutique;1
68471514;Granules;29539;FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;17
68486861;Comprimé;984;DOMPÉRIDONE;20 mg;un comprimé;Principe Actif;1
68490105;Comprimé;5087;CHLORHYDRATE D'OXYCODONE;5 mg;un comprimé;Principe Actif;1
68492266;Crème;1433;CHLORQUINALDOL;1 g;100 g;Principe Actif;4
68513251;Suspension;2202;PARACÉTAMOL;300 mg;un sachet;Principe Actif;1
68515487;Poudre;4442;METFORMINE BASE;390 mg;un sachet-dose;Fraction Thérapeutique;1
68516393;Comprimé;2064;HYDROCHLOROTHIAZIDE;25,00 mg;un comprimé;Principe Actif;2
68524034;Poudre orale;4876;KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
68524034;Solution buvable en ampoules;4876;KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;23
68546810;Comprimé;19933;CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une ampoule;Principe Actif;17
68560639;Comprimé;25715;ACICLOVIR;200 mg;un comprimé;Principe Actif;1
68566777;Pommade;9477;DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 ml de solution injectable;Principe Actif;24
68604270;Solution b;899;BICARBONATE DE SODIUM;3,104 g;1000 ml;Principe Actif;11
68615690;Comprimé;67717;SILDÉNAFIL;50 mg;un comprimé;Principe Actif;1
68620399;Solution buvable en ampoules;94252;APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;25
68624821;Poudre;10157;CHLORHYDRATE DE VANCOMYCINE;510 mg;un flacon;Principe Actif;1
68635974;Solution;23185;TRÉPROSTINIL SODIQUE;;;Principe Actif;1
68639727;Comprimé;37314;RISÉDRONATE MONOSODIQUE ANHYDRE;35 mg équivalent à 32,5 mg d'acide résidronique;un comprimé;Principe Actif;1
68673035;Comprimé;3093;CAFÉINE MONOHYDRATÉE;50,00 mg;un comprimé;Principe Actif;3
68673252;Gélule;32833;GALANTAMINE;16 mg;une gélule;Fraction Thérapeutique;1
68700190;Solution;17150;GLUCOSE MONOHYDRATÉ;;;Principe Actif;1
68708881;Solution buvable en ampoules;30182;ALETRIS FARINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;un lyophilisat;Principe Actif;25
68722137;Capsule;36065;DUTASTÉRIDE;O,5 mg;une capsule;Principe Actif;1
