code_identifiant;presentation7;libéllé;Statut administratif de la présentation;Etat de commercialisation de la présentation;Date de la déclaration de commercialisation;Code Identifiant de Présentation à 13 chiffres;Agrément aux collectivités;taux_remboursement;prix€;indications_remboursement;dec;Prix
67254479;3844419;1 flacon(s) en verre - 1 ampoule(s) en verre;Présentation active;Déclaration de commercialisation;2008-09-10;3400938444193;oui;65 %;6;;82;6.82
67273757;3916998;Plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2009-01-09;3400939169989;oui;65 %;93;;44;93.44
67287098;3565659;1 flacon(s) polyéthylène de 35,6 g avec seringue pour administration orale polypropylène;Présentation active;Déclaration de commercialisation;2001-07-09;3400935656599;oui;65 %;16;;06;16.06
65723604;2174885;Plaquette(s) thermoformée(s) pvc (aclar rx) polytrifluorochloroéthylène aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;2012-01-24;3400921748857;oui;30 %;2;;18;2.18
65772900;3327693;1 flacon(s) en verre de 200 ml;Présentation active;Déclaration de commercialisation;1991-11-19;3400933276935;oui;65 %;81;;96;81.96
65773258;3372713;20 récipient(s) unidose(s) polyéthylène de 2 ml;Présentation active;Déclaration de commercialisation;1995-06-19;3400933727130;oui;65 %;19;;53;19.53
65788541;5755364;1 seringue(s) préremplie(s) en verre siliconé(e) de 0,5 ml avec canule(s);Présentation active;Déclaration de commercialisation;2009-07-08;3400957553647;oui;;;;;
65815038;2733557;Plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-16;3400927335570;oui;65 %;6;;64;6.64
65835546;3722780;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-04-25;3400937227803;non;65 %;16;;7;16.7
65840148;3000529;Plaquette(s) pvc pvdc aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;2015-01-04;3400930005293;oui;65 %;20;;43;20.43
65902500;3348732;Plaquette(s) thermoformée(s) pvc aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;1995-09-19;3400933487324;non;;;;;
65905005;3411809;1 ampoule(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;1996-11-19;3400934118098;non;65 %;21;;26;21.26
65940586;3638128;1 poche(s) polyéthylène basse densité (pebd) (ecoflac) de 250 ml;Présentation active;Déclaration de commercialisation;2006-01-25;3400936381285;oui;;;;;
65943479;3062912;Plaquette(s) thermoformée(s) pvc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;1970-02-19;3400930629123;non;;;;;
65969730;3720290;Plaquette(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2007-07-11;3400937202909;oui;65 %;9;;91;9.91
65982788;2744319;Plaquette(s) pvc polyéthylène pvdc aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;2014-06-01;3400927443190;oui;100 %;29;;5;29.5
65991171;5568314;5 ampoule(s) en verre de 2 ml;Présentation active;Déclaration de commercialisation;1990-08-19;3400955683148;oui;;;;;
65993012;4946056;Plaquette(s) thermoformée(s) pvdc pvc aluminium de 42 comprimé(s);Présentation active;Déclaration de commercialisation;2011-12-22;3400949460564;oui;65 %;39;;14;39.14
66009288;5856384;1 flacon(s) en verre - 1 flacon(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;2015-04-27;3400958563843;oui;;;;;
66035518;3579727;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 50 comprimé(s);Présentation active;Déclaration de commercialisation;2003-01-10;3400935797278;oui;;;;;
66053338;3445085;8 sachet(s)-dose(s) papier aluminium polyéthylène de 1,566 g;Présentation active;Déclaration de commercialisation;2000-02-10;3400934450853;oui;65 %;6;;49;6.49
66055652;3664344;100 ampoule(s) bouteille en verre de 10 ml;Présentation active;Déclaration de commercialisation;2006-07-03;3400936643444;oui;;;;;
66062465;3620275;10 ampoule(s) bouteille en verre de 2  ml;Présentation active;Déclaration de commercialisation;2005-05-23;3400936202757;oui;65 %;3;;21;3.21
66064046;5714170;5 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2007-04-12;3400957141707;oui;;;;;
66081056;3851112;5 cartouche(s) en verre de 3 ml dans stylo jetable kwikpen;Présentation active;Déclaration de commercialisation;2009-07-05;3400938511123;oui;65 %;39;;57;39.57
66102835;3558553;1 flacon(s) polyéthylène haute densité (pehd) avec dispositif(s) pulvérisateur(s) de 15 ml;Présentation active;Déclaration de commercialisation;2002-08-04;3400935585530;oui;30 %;4;;55;4.55
66109897;2773812;1 tube(s) aluminium-laque de 30 g;Présentation active;Déclaration de commercialisation;2014-01-12;3400927738128;non;;;;;
66119507;3696060;Flacon(s) polyéthylène haute densité (pehd) de 60 comprimé(s);Présentation active;Déclaration de commercialisation;2006-04-09;3400936960602;oui;65 %;6;;18;6.18
66124970;3815777;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2008-07-21;3400938157772;oui;65 %;29;;2;29.2
66150794;5708034;1 flacon(s) en verre de 45 ml protégé par un film plastique (onco-tain);Présentation active;Déclaration de commercialisation;2007-03-28;3400957080341;oui;;;;;
66159149;3858315;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-04-11;3400938583151;oui;65 %;69;;86;69.86
66189217;3396317;1 boite(s) polystyrène polypropylène avec distributeur de 28 comprimé(s);Présentation active;Déclaration de commercialisation;1996-04-19;3400933963170;non;;;;;
66203859;3598529;1 flacon(s) polyéthylène basse densité (pebd) de 3 ml;Présentation active;Déclaration de commercialisation;2010-07-05;3400935985293;oui;65 %;17;;52;17.52
66205536;5622031;Plaquette(s) thermoformée(s) pvc-aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;1999-01-04;3400956220311;oui;;;;;
66207341;5605446;10 flacon(s) en verre de 20 ml;Présentation active;Déclaration de commercialisation;2015-09-07;3400956054466;oui;;;;;
66209851;5661930;10 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2005-05-13;3400956619306;oui;;;;;
66237295;4153835;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-09-27;3400941538353;non;65 %;5;;62;5.62
66258186;3749299;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2012-02-07;3400937492997;oui;65 %;7;;46;7.46
66271415;4997645;Plaquette(s) thermoformée(s) transparentes pvc aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;2012-05-06;3400949976454;non;;;;;
67292476;3372736;Plaquette(s) thermoformée(s) pvc pvdc de 60 comprimé(s);Présentation active;Déclaration de commercialisation;1995-01-19;3400933727369;oui;65 %;7;;57;7.57
67312740;3272549;5 ampoule(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;1986-09-19;3400932725496;oui;65 %;2;;21;2.21
67312950;3708320;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2009-01-10;3400937083201;oui;;;;;
67320057;3886079;1 récipient(s) unidose(s) polyéthylène de 20 g;Présentation active;Déclaration de commercialisation;2009-06-25;3400938860795;oui;30 %;2;;36;2.36
67326868;5650990;1 bouteille(s) acier ou aluminium de 15 l avec un robinet en laiton avec manodétendeur et prise normalisée;Présentation active;Déclaration de commercialisation;2004-10-15;3400956509904;oui;;;;;
67355243;5612825;25 flacon(s) en verre de 2 g;Présentation active;Déclaration de commercialisation;2000-01-01;3400956128259;oui;;;;;
67361246;3909490;3 plaquette(s) pvc transparent/aluminium (3x28 comprimés pelliculés) contenant dans l'ordre : 2 comprimés jaune foncé, 5 comprimés rouges, 17 comprimés jaune clair, 2 comprimés rouge foncé et 2 comprimés blancs;Présentation active;Déclaration de commercialisation;2009-10-08;3400939094908;non;;;;;
67364819;3716650;Plaquette(s) thermoformée(s) aluminium de 270 comprimé(s);Présentation active;Déclaration de commercialisation;2006-02-10;3400937166508;oui;65 %;35;;28;35.28
67365141;4950371;Plaquette(s) thermoformée(s) pvc polyéthylène (aclar rx) polytrifluorochloroéthylène de 84 comprimé(s) (distributeur parallèle : laboratoire mediwin ldt);Présentation active;Déclaration de commercialisation;2012-03-07;3400949503711;non;65 %;55;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Prévention et traitement de l'ostéoporose postménopausique du rachis, pour réduire le risque de fractures vertébrales, chez les femmes âgées de moins de 70 ans, sans facteur de risque veineux et avec apport de calcium<br> - JOURNAL OFFICIEL  - 17/05/01 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;46;55.46
67450809;3674638;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-05-24;3400936746381;oui;65 %;4;;65;4.65
67496781;3942895;Plaquette(s) formée(s) à froid aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2011-01-21;3400939428956;oui;65 %;34;;99;34.99
67501673;2741025;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2015-10-02;3400927410253;oui;65 %;6;;64;6.64
67514820;2196591;Plaquette(s) thermoformée(s) pvc (aclar rx) polytrifluorochloroéthylène aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2015-04-08;3400921965919;non;65 %;6;;46;6.46
67522429;3900537;Plaquette(s) thermoformée(s) pvc (aclar rx) polytrifluorochloroéthylène aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2008-12-12;3400939005379;oui;65 %;19;;4;19.4
67526662;2688012;Plaquette(s) pvc pvdc aluminium de 4 comprimé(s);Présentation active;Déclaration de commercialisation;2013-06-24;3400926880125;non;;;;;
67537203;2781935;6 ampoule(s) en verre de 25 ml;Présentation active;Déclaration de commercialisation;2015-04-21;3400927819353;oui;;;;;
67554786;2753436;Plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2014-01-17;3400927534362;oui;65 %;6;;64;6.64
62904987;3615601;10 poche(s) polyoléfine polyamide suremballée(s)/surpochée(s) de 1000  ml;Présentation active;Déclaration de commercialisation;2005-08-02;3400936156012;oui;;;;;
62906059;2233116;1 flacon(s) polytéréphtalate (pet) de 200 ml avec gobelet(s) doseur(s) polypropylène;Présentation active;Déclaration de commercialisation;2013-06-14;3400922331164;non;;;;;
62925789;4931190;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2011-11-14;3400949311903;oui;65 %;19;;4;19.4
62930074;3471668;Flacon(s) en verre avec fermeture de sécurité enfant de 5 gélule(s);Présentation active;Déclaration de commercialisation;2010-07-23;3400934716683;oui;;;;;
62994632;3871468;10 flacon(s) polyéthylène basse densité (pebd) de 200 ml;Présentation active;Déclaration de commercialisation;2010-01-12;3400938714685;oui;;;;;
63010506;3070136;Plaquette(s) thermoformée(s) pvc-aluminium de 40  comprimé(s);Présentation active;Déclaration de commercialisation;1964-01-19;3400930701362;oui;65 %;1;;76;1.76
63012197;2794984;Flacon(s) polyéthylène haute densité (pehd) avec fermeture de sécurité enfant de 90 gélule(s);Présentation active;Déclaration de commercialisation;2014-11-21;3400927949845;non;;;;;
63088184;4180306;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-08-13;3400941803062;non;65 %;6;;64;6.64
63095061;5651268;1 flacon(s) en verre brun de 66  g;Présentation active;Déclaration de commercialisation;2004-09-12;3400956512683;oui;;;;;
63121232;3542517;1 poche(s) pvc suremballée(s)/surpochée(s) de 50 ml;Présentation active;Déclaration de commercialisation;2001-04-27;3400935425171;oui;65 %;1;;62;1.62
63151492;3538622;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2007-07-31;3400935386229;oui;65 %;8;;62;8.62
63192215;3918767;Film(s) thermosoudé(s) polytéréphtalate (pet) aluminium polyéthylène de 20 comprimé(s);Présentation active;Déclaration de commercialisation;2009-05-10;3400939187679;oui;65 %;4;;08;4.08
63238495;3666366;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-02-28;3400936663664;non;65 %;29;;38;29.38
63258786;3754751;28 ampoule(s) en verre de 2 ml;Présentation active;Déclaration de commercialisation;2007-01-29;3400937547512;non;;;;;
63316225;4168877;6 plaquette(s) pvc-aluminium de 10 gélule(s);Présentation active;Déclaration de commercialisation;2014-06-01;3400941688775;non;;;;;
63329030;3943268;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 4,2 ml avec adaptateur(s) pour flacon avec aiguille(s);Présentation active;Déclaration de commercialisation;2010-02-22;3400939432687;oui;100 %;146;;53;146.53
63355438;3063107;1 flacon(s) en verre brun de 125 ml avec cuillère-mesure polystyrène;Présentation active;Déclaration de commercialisation;1969-01-19;3400930631072;non;;;;;
63386501;3591556;6 poche(s) pvc surembalée(s) de 1000 ml avec embout trocardable dat;Présentation active;Déclaration de commercialisation;2007-09-18;3400935915566;non;;;;;
63394544;3705669;Plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-03-03;3400937056694;non;65 %;7;;84;7.84
63398507;3600373;1 flacon(s) polypropylène de 60  gélule(s);Présentation active;Déclaration de commercialisation;2004-01-02;3400936003736;oui;30 %;22;;7;22.7
63404013;3409712;1 flacon(s) polyéthylène haute densité (pehd) de 28 gélule(s);Présentation active;Déclaration de commercialisation;1997-05-19;3400934097126;oui;65 %;12;;54;12.54
63414324;5680519;100 ampoule(s) bouteille en verre de 10 ml;Présentation active;Déclaration de commercialisation;2006-03-04;3400956805198;non;;;;;
63424425;3650193;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-04-22;3400936501935;oui;65 %;3;;28;3.28
63449026;2185251;Plaquette(s) formée(s) à froid aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2012-11-13;3400921852516;oui;65 %;7;;49;7.49
63478704;3120495;1 flacon(s) en verre de 250 ml;Présentation active;Déclaration de commercialisation;1971-11-19;3400931204954;oui;;;;;
63485289;3190283;1 ampoule(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;2005-07-25;3400931902836;oui;;;;;
63490927;2248767;Plaquette(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-10-16;3400922487670;oui;65 %;19;;4;19.4
63498219;3618321;Plaquette(s) thermoformée(s) polypropylène aluminium de 4  comprimé(s);Présentation active;Déclaration de commercialisation;2003-03-25;3400936183216;non;;;;;
63515743;3900359;Pilulier(s) polyéthylène haute densité (pehd) de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-01-09;3400939003597;non;65 %;4;;87;4.87
63524315;5656917;Plaquette(s) thermoformée(s) pvc-aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;2005-08-04;3400956569175;oui;;;;;
